customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract,internet_service,churned,last_call_outcome
C01957,57,33,75.45,,0,month-to-month,fiber,0,escalated
C01958,28,16,118.68,1968.66,1,one-year,fiber,1,cancelled
C01959,43,27,74.33,,0,month-to-month,dsl,0,resolved
C01960,33,17,74.4,1282.32,0,month-to-month,fiber,1,unresolved
C01961,57,31,78.07,2387.04,0,month-to-month,dsl,1,cancelled
C01962,56,19,90.96,1719.27,1,month-to-month,none,0,no_contact
C01963,46,39,68.2,2663.52,1,month-to-month,dsl,0,resolved
C01964,61,8,70.95,595.84,1,month-to-month,dsl,1,escalated
C01965,49,54,94.0,5002.08,0,one-year,fiber,0,resolved
C01966,45,22,87.4,1886.03,1,month-to-month,dsl,1,cancelled
C01967,39,15,85.86,1339.44,1,month-to-month,dsl,1,cancelled
C01968,58,11,59.76,696.24,1,month-to-month,fiber,1,cancelled
C01969,54,7,35.46,264.37,2,one-year,dsl,0,no_contact
C01970,76,33,51.62,1651.09,2,month-to-month,fiber,0,resolved
C01971,58,9,112.44,992.31,2,two-year,none,1,cancelled
C01972,43,12,107.17,1219.99,2,month-to-month,fiber,0,no_contact
C01973,30,19,59.92,1158.38,0,month-to-month,fiber,1,unresolved
C01974,32,13,48.83,686.0,2,month-to-month,fiber,0,resolved
C01975,26,32,72.84,2298.68,1,month-to-month,fiber,1,cancelled
C01976,43,6,81.24,536.06,0,month-to-month,dsl,0,resolved
C01977,49,7,38.6,162.28,2,two-year,dsl,1,cancelled
C01978,19,11,51.93,586.95,2,one-year,dsl,1,cancelled
C01979,39,10,65.17,684.91,1,one-year,dsl,0,resolved
C01980,45,2,82.5,116.16,2,one-year,fiber,0,resolved
C01981,33,61,56.42,3393.4,2,month-to-month,fiber,0,resolved
C01982,30,36,,2864.58,1,month-to-month,dsl,0,no_contact
C01983,25,22,32.76,726.34,0,month-to-month,fiber,0,resolved
C01984,44,28,92.87,2628.62,0,month-to-month,fiber,0,resolved
C01985,65,58,93.32,5460.4,1,month-to-month,fiber,0,no_contact
C01986,32,21,86.88,1770.72,0,month-to-month,fiber,0,resolved
C01987,50,15,40.09,548.01,0,two-year,satellite,0,resolved
C01988,-1,59,80.94,4825.43,1,two-year,fiber,0,resolved
C01989,79,20,99.58,2038.32,0,month-to-month,fiber,1,cancelled
C01990,51,29,103.29,3001.36,2,two-year,fiber,1,cancelled
C01991,48,13,96.45,1244.06,2,month-to-month,dsl,1,cancelled
C01992,62,21,120.49,2462.58,0,two-year,fiber,1,cancelled
C01993,78,63,99.78,6299.96,1,one-year,fiber,0,resolved
C01994,35,16,70.86,1152.66,0,month-to-month,dsl,0,no_contact
C01995,57,16,53.14,851.37,1,one-year,dsl,1,cancelled
C01996,39,23,31.9,761.32,1,one-year,fiber,0,resolved
C01997,62,6,53.59,277.63,0,two-year,dsl,1,cancelled
C01998,61,32,74.18,,1,month-to-month,none,0,no_contact
C01999,46,41,80.0,3254.7,0,month-to-month,dsl,0,resolved
C02000,56,23,50.71,1173.83,2,one-year,dsl,0,no_contact
C02001,23,26,145.33,3828.01,1,month-to-month,fiber,0,resolved
C02002,22,8,79.56,608.9,1,month-to-month,fiber,0,resolved
C02003,49,20,56.4,1049.35,3,one-year,none,1,unresolved
C02004,21,11,109.03,1249.41,6,,fiber,1,cancelled
C02005,85,9,37.07,348.61,2,month-to-month,none,1,cancelled
C02006,44,7,18.33,196.13,3,month-to-month,none,1,escalated
C02007,64,24,47.82,1062.21,1,month-to-month,dsl,0,no_contact
C02008,43,51,72.15,3656.1,1,one-year,fiber,0,resolved
C02009,50,12,83.51,1059.97,2,month-to-month,fiber,1,cancelled
C02010,57,53,124.52,6675.64,2,month-to-month,fiber,1,cancelled
C02011,43,20,89.6,1846.61,0,month-to-month,fiber,1,cancelled
C02012,79,4,52.31,,0,month-to-month,dsl,1,escalated
C02013,63,22,71.4,,0,two-year,none,0,no_contact
C02014,47,27,57.52,1574.75,0,month-to-month,fiber,0,resolved
C02015,57,7,29.24,197.63,1,month-to-month,dsl,1,cancelled
C02016,57,19,76.31,1339.23,2,month-to-month,fiber,1,cancelled
C02017,36,55,72.41,3971.66,3,month-to-month,dsl,1,cancelled
C02018,18,44,41.81,1868.15,1,one-year,none,0,escalated
C02019,33,36,76.42,2767.06,0,month-to-month,none,0,resolved
C02020,35,28,58.31,1658.94,0,one-year,fiber,0,escalated
C02021,44,11,,638.29,1,month-to-month,dsl,1,escalated
C02022,62,17,32.78,499.06,0,month-to-month,fiber,0,resolved
C02023,40,8,73.98,,1,month-to-month,fiber,0,no_contact
C02024,38,13,59.99,666.45,1,one-year,fiber,1,escalated
C02025,47,22,95.49,2104.17,2,month-to-month,none,1,cancelled
C02026,57,5,116.93,570.34,1,month-to-month,dsl,1,cancelled
C02027,37,20,46.19,,2,one-year,dsl,0,no_contact
C02028,39,11,52.41,573.94,0,month-to-month,fiber,1,cancelled
C02029,48,33,74.4,2455.3,1,one-year,dsl,1,cancelled
C02030,29,18,82.81,1525.31,0,one-year,none,1,escalated
C02031,30,17,101.68,1754.73,2,month-to-month,fiber,1,cancelled
C02032,56,8,75.97,631.4,2,month-to-month,dsl,1,cancelled
C02033,26,6,86.38,503.26,0,one-year,fiber,1,escalated
C02034,44,7,84.04,,1,month-to-month,none,1,cancelled
C02035,51,28,66.88,2021.02,1,one-year,fiber,0,no_contact
C02036,45,72,80.28,5802.94,0,one-year,fiber,0,no_contact
C02037,58,19,88.35,1679.22,0,month-to-month,fiber,1,cancelled
C02038,57,21,82.89,1758.93,1,month-to-month,dsl,0,no_contact
C02039,41,12,54.96,627.2,0,two-year,dsl,0,no_contact
C02040,61,25,81.12,2013.87,0,one-year,fiber,0,resolved
C02041,41,39,54.84,2142.41,1,one-year,dsl,0,resolved
C02042,53,20,82.54,1681.37,1,two-year,none,1,escalated
C02043,60,37,32.04,1214.87,1,month-to-month,none,1,escalated
C02044,44,3,32.95,113.65,0,two-year,fiber,0,resolved
C02045,54,30,52.03,1560.89,0,month-to-month,none,1,escalated
C02046,54,31,30.2,893.32,0,one-year,dsl,0,no_contact
C02047,59,17,18.0,367.06,1,month-to-month,fiber,0,resolved
C02048,50,5,83.68,424.43,1,two-year,fiber,0,resolved
C02049,42,27,52.13,1377.02,0,month-to-month,fiber,1,unresolved
C02050,25,9,75.61,649.73,2,one-year,none,0,resolved
C02051,36,45,85.47,3853.64,2,month-to-month,fiber,0,resolved
C02052,55,15,72.71,1072.07,3,month-to-month,fiber,1,cancelled
C02053,18,5,63.36,345.57,1,month-to-month,fiber,1,cancelled
C02054,33,8,73.04,590.38,0,month-to-month,fiber,1,cancelled
C02055,57,13,41.37,490.67,0,one-year,fiber,0,resolved
C02056,81,6,64.01,418.16,1,month-to-month,none,0,no_contact
C02057,53,10,57.96,529.15,1,one-year,dsl,0,no_contact
C02058,81,25,112.3,2845.2,0,month-to-month,satellite,1,cancelled
C02059,20,53,110.88,5898.82,1,month-to-month,dsl,0,resolved
C02060,19,50,108.02,5409.15,2,month-to-month,fiber,0,no_contact
C02061,60,17,54.38,873.69,1,month-to-month,dsl,0,resolved
C02062,51,19,80.15,1564.75,0,,fiber,0,resolved
C02063,43,72,83.27,5986.88,0,two-year,dsl,0,resolved
C02064,45,8,89.24,721.19,0,month-to-month,fiber,1,cancelled
C02065,47,13,84.55,1118.69,1,two-year,dsl,1,cancelled
C02066,42,16,91.49,1504.6,0,month-to-month,none,1,unresolved
C02067,57,21,60.59,,1,one-year,none,0,no_contact
C02068,33,12,84.22,1074.59,0,one-year,fiber,1,cancelled
C02069,44,5,40.84,153.79,0,month-to-month,dsl,0,resolved
C02070,65,25,94.59,,1,month-to-month,dsl,1,cancelled
C02071,30,19,75.06,1446.78,1,month-to-month,none,0,resolved
C02072,74,72,93.65,6705.15,0,two-year,dsl,0,no_contact
C02073,30,36,19.65,702.36,0,one-year,fiber,0,resolved
C02074,69,25,111.61,2854.39,1,month-to-month,dsl,1,escalated
C02075,55,30,46.27,1329.45,1,month-to-month,fiber,0,no_contact
C02076,38,42,108.7,4646.35,2,month-to-month,fiber,0,resolved
C02077,48,15,62.75,877.04,0,one-year,dsl,0,resolved
C02078,64,34,56.7,1950.82,0,month-to-month,dsl,0,resolved
C02079,32,9,78.31,735.51,1,two-year,fiber,1,cancelled
C02080,47,13,56.55,693.82,1,two-year,dsl,0,resolved
C02081,66,7,64.49,461.31,1,month-to-month,fiber,1,cancelled
C02082,42,12,61.38,817.83,0,month-to-month,fiber,0,resolved
C02083,26,3,52.59,272.92,1,month-to-month,dsl,0,resolved
C02084,77,39,116.43,4549.06,3,one-year,fiber,0,resolved
C02085,51,72,118.68,8531.31,1,month-to-month,fiber,0,resolved
C02086,64,20,52.71,1011.02,1,month-to-month,dsl,1,cancelled
C02087,27,15,18.0,237.01,1,one-year,dsl,0,no_contact
C02088,43,12,18.0,122.93,1,two-year,fiber,0,no_contact
C02089,31,34,56.59,1976.58,1,month-to-month,dsl,1,escalated
C02090,52,9,68.83,615.57,1,one-year,dsl,1,escalated
C02091,46,35,106.55,3782.89,0,month-to-month,dsl,1,escalated
C02092,49,22,22.78,506.28,0,month-to-month,dsl,0,no_contact
C02093,57,8,73.17,587.06,3,month-to-month,fiber,1,cancelled
C02094,39,26,59.5,1528.96,1,month-to-month,none,0,resolved
C02095,37,5,33.15,162.75,3,month-to-month,none,1,cancelled
C02096,50,19,54.57,993.56,0,,none,0,resolved
C02097,18,36,41.43,1469.93,1,month-to-month,none,0,no_contact
C02098,50,15,18.0,204.27,0,month-to-month,fiber,0,no_contact
C02099,49,10,54.28,522.06,0,month-to-month,dsl,1,cancelled
C02100,35,43,124.59,5370.49,1,one-year,fiber,0,resolved
C02101,39,30,89.13,2659.6,1,month-to-month,fiber,0,resolved
C02102,77,25,50.25,1283.55,0,two-year,fiber,1,escalated
C02103,66,22,133.4,2990.36,1,two-year,fiber,1,cancelled
C02104,27,72,73.52,5347.37,0,month-to-month,dsl,0,resolved
C02105,53,45,54.38,2376.79,1,month-to-month,fiber,0,no_contact
C02106,18,7,51.37,411.4,4,month-to-month,fiber,1,cancelled
C02107,45,16,91.51,1463.68,2,month-to-month,none,1,cancelled
C02108,62,16,73.71,1149.51,1,two-year,none,0,no_contact
C02109,34,28,84.32,2393.04,0,one-year,satellite,0,resolved
C02110,32,68,41.38,2874.73,0,month-to-month,dsl,0,resolved
C02111,58,6,100.28,636.16,0,month-to-month,dsl,1,unresolved
C02112,29,19,98.27,,1,month-to-month,dsl,1,cancelled
C02113,39,19,84.22,1647.52,0,two-year,dsl,1,cancelled
C02114,48,16,49.04,775.63,2,month-to-month,fiber,0,resolved
C02115,36,26,66.21,1734.87,0,month-to-month,dsl,1,cancelled
C02116,53,32,82.47,2587.47,2,month-to-month,dsl,1,cancelled
C02117,24,19,107.53,2017.82,1,month-to-month,dsl,1,cancelled
C02118,49,34,62.13,2096.31,2,two-year,fiber,1,cancelled
C02119,32,63,101.34,6439.39,0,month-to-month,fiber,0,resolved
C02120,39,31,43.13,1402.77,1,month-to-month,dsl,0,no_contact
C02121,41,36,61.57,2250.78,1,month-to-month,fiber,1,escalated
C02122,61,30,71.2,2165.75,0,month-to-month,fiber,0,resolved
C02123,42,6,61.05,330.12,2,one-year,dsl,0,no_contact
C02124,39,36,78.49,2814.65,0,month-to-month,fiber,0,resolved
C02125,22,33,80.05,2659.98,1,month-to-month,fiber,0,no_contact
C02126,52,7,90.41,622.28,0,month-to-month,fiber,1,cancelled
C02127,43,30,66.32,,2,one-year,fiber,0,no_contact
C02128,52,9,113.1,1031.89,3,month-to-month,dsl,0,no_contact
C02129,20,27,30.19,785.98,1,month-to-month,dsl,0,resolved
C02130,71,28,54.91,1614.84,0,one-year,fiber,0,resolved
C02131,46,23,76.53,1779.39,0,one-year,dsl,0,no_contact
C02132,47,35,79.39,2787.42,0,month-to-month,fiber,0,resolved
C02133,37,17,81.14,1393.1,2,month-to-month,fiber,1,unresolved
C02134,65,23,84.75,1957.83,2,month-to-month,fiber,1,cancelled
C02135,52,10,71.48,,1,month-to-month,fiber,0,no_contact
C02136,40,20,74.46,1477.47,1,month-to-month,fiber,0,resolved
C02137,28,4,53.91,204.62,0,two-year,none,1,cancelled
C02138,30,54,18.0,976.4,1,month-to-month,dsl,0,no_contact
C02139,56,54,59.02,3152.76,1,one-year,dsl,1,cancelled
C02140,35,14,78.63,1089.41,0,month-to-month,dsl,1,cancelled
C02141,70,53,113.96,6079.47,1,month-to-month,fiber,1,cancelled
C02142,69,27,109.41,2928.75,0,one-year,dsl,1,cancelled
C02143,48,8,41.44,425.87,4,month-to-month,satellite,1,cancelled
C02144,39,14,106.48,1547.43,1,one-year,dsl,1,cancelled
C02145,53,39,116.31,4595.92,0,month-to-month,dsl,0,resolved
C02146,35,14,91.77,1289.57,0,two-year,none,1,cancelled
C02147,30,47,61.28,2865.46,3,one-year,fiber,0,no_contact
C02148,46,16,53.34,862.45,1,month-to-month,none,0,escalated
C02149,72,26,72.95,1896.92,2,month-to-month,fiber,1,unresolved
C02150,43,51,99.82,5089.2,2,month-to-month,fiber,1,cancelled
C02151,88,29,87.83,2529.26,0,two-year,dsl,0,escalated
C02152,36,44,111.26,4939.33,0,one-year,fiber,0,resolved
C02153,72,12,75.12,941.74,0,two-year,dsl,1,cancelled
C02154,67,13,79.89,954.29,0,month-to-month,fiber,1,cancelled
C02155,47,4,40.24,216.38,2,month-to-month,fiber,1,cancelled
C02156,60,25,119.35,3021.06,0,month-to-month,none,1,cancelled
C02157,39,16,42.59,695.84,0,,none,1,unresolved
C02158,47,7,37.19,361.61,0,one-year,dsl,1,cancelled
C02159,61,20,129.35,2599.23,0,two-year,dsl,1,cancelled
C02160,35,34,34.88,1275.64,1,two-year,none,0,resolved
C02161,62,18,33.14,580.74,1,month-to-month,none,0,resolved
C02162,29,8,77.5,653.01,1,one-year,fiber,0,resolved
C02163,39,34,92.81,3083.34,0,two-year,none,0,no_contact
C02164,52,27,39.11,1084.98,4,one-year,fiber,0,no_contact
C02165,51,39,18.0,619.25,1,one-year,dsl,0,no_contact
C02166,47,66,,4649.96,0,month-to-month,fiber,1,cancelled
C02167,48,5,69.12,360.41,2,one-year,dsl,1,cancelled
C02168,38,25,77.57,1918.95,1,two-year,dsl,0,resolved
C02169,50,18,61.33,1085.46,1,month-to-month,fiber,0,resolved
C02170,46,5,43.69,166.13,2,month-to-month,fiber,1,escalated
C02171,36,21,73.45,1555.46,2,,none,1,escalated
C02172,60,8,83.7,697.23,1,month-to-month,none,1,cancelled
C02173,53,24,119.31,2913.71,2,month-to-month,none,1,cancelled
C02174,53,72,73.67,5410.59,2,two-year,fiber,0,no_contact
C02175,58,23,102.47,2327.4,1,month-to-month,dsl,1,escalated
C02176,29,17,99.37,1667.75,1,two-year,dsl,1,cancelled
C02177,42,8,140.91,1147.89,0,,dsl,1,unresolved
C02178,18,20,90.78,1854.22,0,month-to-month,fiber,1,cancelled
C02179,71,24,109.27,2624.3,1,month-to-month,fiber,0,resolved
C02180,26,23,,2584.48,1,month-to-month,dsl,1,cancelled
C02181,61,12,64.67,822.41,0,two-year,fiber,0,no_contact
C02182,45,59,98.18,5768.24,0,one-year,dsl,0,resolved
C02183,45,25,131.74,3324.14,0,month-to-month,fiber,1,cancelled
C02184,63,18,52.73,975.91,1,two-year,dsl,0,resolved
C02185,43,30,62.33,1788.44,1,month-to-month,none,0,resolved
C02186,52,22,100.93,2124.19,1,month-to-month,dsl,1,cancelled
C02187,52,64,70.88,4466.62,0,one-year,none,0,resolved
C02188,54,72,133.33,9624.67,2,two-year,dsl,1,cancelled
C02189,68,21,56.24,1225.63,1,month-to-month,fiber,1,cancelled
C02190,47,37,67.38,2489.24,1,one-year,dsl,0,resolved
C02191,36,22,58.15,1241.73,3,month-to-month,dsl,1,escalated
C02192,-1,27,104.88,2844.58,1,two-year,none,1,cancelled
C02193,59,14,102.93,1432.49,0,month-to-month,dsl,1,cancelled
C02194,27,27,80.83,2240.28,1,two-year,fiber,0,no_contact
C02195,59,41,62.7,2552.2,1,month-to-month,fiber,0,resolved
C02196,56,34,88.12,2979.92,0,two-year,fiber,0,resolved
C02197,82,36,58.8,2126.67,1,two-year,fiber,0,resolved
C02198,60,25,18.0,511.24,0,month-to-month,fiber,0,no_contact
C02199,30,16,77.97,1266.71,0,one-year,fiber,0,resolved
C02200,19,11,100.82,1129.97,0,one-year,dsl,1,unresolved
C02201,52,60,69.64,4179.33,1,month-to-month,fiber,0,no_contact
C02202,50,20,93.58,1946.32,1,,fiber,0,resolved
C02203,44,4,53.58,165.65,1,month-to-month,none,1,escalated
C02204,66,20,105.74,2172.3,0,month-to-month,dsl,1,unresolved
C02205,63,17,70.34,1268.17,0,month-to-month,none,0,no_contact
C02206,55,26,100.91,2522.78,2,month-to-month,dsl,1,cancelled
C02207,42,44,62.77,2805.18,0,two-year,dsl,0,no_contact
C02208,43,19,90.43,1745.53,2,one-year,dsl,1,cancelled
C02209,64,21,69.89,,2,month-to-month,fiber,1,cancelled
C02210,45,9,102.73,901.08,0,two-year,dsl,1,cancelled
C02211,37,47,68.05,3174.6,1,month-to-month,dsl,0,no_contact
C02212,40,5,84.83,,3,two-year,none,1,escalated
C02213,59,24,108.57,2551.54,0,month-to-month,dsl,0,no_contact
C02214,67,21,91.36,1898.44,1,,dsl,1,cancelled
C02215,80,43,94.6,4156.53,1,two-year,fiber,1,cancelled
C02216,26,5,31.73,215.83,0,two-year,none,0,no_contact
C02217,55,10,95.65,1041.71,1,two-year,fiber,1,cancelled
C02218,35,1,86.33,26.97,1,month-to-month,dsl,1,unresolved
C02219,64,3,69.79,260.97,1,month-to-month,none,0,resolved
C02220,29,39,100.37,3975.86,1,one-year,fiber,0,resolved
C02221,52,9,18.0,131.22,2,two-year,dsl,1,escalated
C02222,32,48,97.27,4634.82,1,one-year,fiber,0,resolved
C02223,54,28,89.59,2559.02,0,month-to-month,fiber,0,no_contact
C02224,69,51,55.14,2754.45,0,month-to-month,dsl,0,no_contact
C02225,48,11,43.19,379.9,1,month-to-month,none,0,no_contact
C02226,26,57,40.3,2258.87,1,month-to-month,fiber,1,cancelled
C02227,55,13,82.59,1060.45,0,month-to-month,dsl,1,cancelled
C02228,51,20,88.91,1750.15,1,month-to-month,fiber,1,escalated
C02229,63,35,101.62,3617.44,2,month-to-month,none,0,no_contact
C02230,51,2,104.29,276.27,1,month-to-month,dsl,1,unresolved
C02231,48,62,18.0,1103.69,1,month-to-month,fiber,0,no_contact
C02232,60,9,88.79,763.53,2,two-year,dsl,1,cancelled
C02233,47,29,20.03,572.2,0,one-year,dsl,0,resolved
C02234,41,56,59.2,3292.17,3,month-to-month,fiber,0,no_contact
C02235,18,44,66.47,2936.43,1,one-year,none,0,resolved
C02236,25,7,46.08,287.54,0,one-year,fiber,0,resolved
C02237,51,24,18.0,444.33,2,month-to-month,fiber,0,resolved
C02238,60,29,30.87,930.9,1,two-year,dsl,0,no_contact
C02239,33,33,18.0,582.72,0,one-year,dsl,0,no_contact
C02240,35,11,80.45,892.02,1,month-to-month,dsl,1,cancelled
C02241,76,8,50.42,,1,month-to-month,fiber,0,resolved
C02242,60,25,102.22,2520.24,0,month-to-month,fiber,1,escalated
C02243,45,35,23.42,800.51,1,one-year,fiber,0,no_contact
C02244,63,30,71.41,2098.45,2,month-to-month,dsl,1,cancelled
C02245,68,18,109.04,1927.7,0,one-year,dsl,0,resolved
C02246,40,5,47.65,249.98,4,one-year,none,1,escalated
C02247,26,3,113.83,337.68,2,two-year,fiber,1,cancelled
C02248,57,16,72.83,1193.23,1,one-year,fiber,0,resolved
C02249,42,5,106.22,517.24,0,month-to-month,fiber,0,resolved
C02250,87,25,70.53,1729.5,0,month-to-month,fiber,0,resolved
C02251,80,13,35.95,489.97,1,month-to-month,none,1,cancelled
C02252,63,23,78.89,1826.59,1,month-to-month,fiber,0,no_contact
C02253,35,17,118.87,1998.1,5,one-year,dsl,1,escalated
C02254,42,12,32.17,320.21,0,month-to-month,none,1,escalated
C02255,44,18,27.22,473.78,3,one-year,fiber,1,cancelled
C02256,43,35,88.68,3071.12,0,two-year,fiber,0,no_contact
C02257,55,40,70.29,2840.84,0,two-year,fiber,0,resolved
C02258,58,12,86.26,1027.04,2,two-year,fiber,0,resolved
C02259,62,30,,2788.08,2,two-year,none,1,unresolved
C02260,42,9,123.19,1046.31,1,one-year,fiber,1,cancelled
C02261,39,62,82.02,5187.64,0,month-to-month,fiber,0,resolved
C02262,34,32,82.65,2668.3,3,two-year,fiber,0,resolved
C02263,32,9,18.0,155.19,2,one-year,none,1,unresolved
C02264,37,6,95.03,,2,month-to-month,fiber,1,cancelled
C02265,18,14,39.3,556.85,1,two-year,fiber,0,no_contact
C02266,45,51,67.95,3466.9,0,two-year,dsl,0,no_contact
C02267,38,37,81.59,3042.83,3,one-year,fiber,1,cancelled
C02268,42,33,80.29,2672.34,2,one-year,fiber,0,no_contact
C02269,67,27,72.26,1972.72,1,two-year,dsl,0,resolved
C02270,71,23,88.31,2041.09,1,month-to-month,dsl,1,cancelled
C02271,46,48,64.41,3082.73,0,one-year,fiber,0,resolved
C02272,56,25,50.63,1299.11,1,month-to-month,dsl,1,cancelled
C02273,46,29,70.96,,1,month-to-month,dsl,0,resolved
C02274,48,21,70.21,1440.38,0,one-year,dsl,0,no_contact
C02275,32,48,46.64,2305.76,0,one-year,dsl,0,no_contact
C02276,40,21,65.04,1382.36,2,two-year,fiber,1,cancelled
C02277,35,61,75.02,4633.53,0,month-to-month,none,0,no_contact
C02278,27,27,69.84,1926.74,1,two-year,dsl,0,no_contact
C02279,41,5,18.0,,1,two-year,fiber,0,resolved
C02280,48,25,20.87,530.21,1,two-year,fiber,0,resolved
C02281,51,25,104.08,2666.63,2,one-year,none,0,no_contact
C02282,70,26,57.48,1477.07,0,month-to-month,none,0,no_contact
C02283,30,27,55.54,1549.87,2,two-year,fiber,0,resolved
C02284,42,14,54.55,,3,one-year,dsl,0,resolved
C02285,27,44,45.78,2032.03,1,month-to-month,dsl,0,no_contact
C02286,21,36,92.31,3280.99,1,two-year,dsl,1,cancelled
C02287,39,45,82.74,3804.42,0,month-to-month,fiber,0,resolved
C02288,40,25,55.5,1473.88,2,month-to-month,none,1,cancelled
C02289,79,26,60.21,1559.64,1,,dsl,0,resolved
C02290,44,33,69.65,2291.64,0,month-to-month,fiber,1,escalated
C02291,46,29,69.16,2076.64,1,two-year,dsl,1,escalated
C02292,75,19,84.11,1565.51,1,month-to-month,none,0,no_contact
C02293,42,10,41.88,437.99,2,month-to-month,dsl,1,escalated
C02294,46,18,62.88,1193.32,1,one-year,dsl,0,no_contact
C02295,47,32,38.4,1193.35,0,one-year,fiber,0,no_contact
C02296,29,11,88.1,1002.6,1,month-to-month,dsl,1,cancelled
C02297,18,27,71.89,1981.41,0,one-year,fiber,0,resolved
C02298,36,47,55.79,2620.43,1,month-to-month,dsl,0,resolved
C02299,40,11,111.13,1161.4,2,two-year,none,0,no_contact
C02300,25,50,86.36,4374.24,2,month-to-month,dsl,0,no_contact
C02301,36,58,77.66,4483.46,0,month-to-month,fiber,0,resolved
C02302,74,17,54.06,995.95,0,two-year,fiber,0,resolved
C02303,70,26,107.19,2748.92,1,month-to-month,dsl,1,unresolved
C02304,61,51,67.5,3386.27,1,one-year,dsl,0,resolved
C02305,32,50,92.04,4532.17,1,two-year,fiber,0,no_contact
C02306,72,54,66.82,3602.77,0,month-to-month,fiber,0,no_contact
C02307,57,25,39.34,959.89,1,one-year,fiber,1,escalated
C02308,47,35,88.84,3157.89,1,month-to-month,none,0,no_contact
C02309,33,21,67.84,1430.89,0,one-year,none,1,escalated
C02310,30,62,91.84,5619.9,3,two-year,fiber,0,no_contact
C02311,39,28,80.47,2207.25,1,month-to-month,dsl,0,escalated
C02312,59,5,104.74,495.25,1,one-year,fiber,1,cancelled
C02313,45,1,77.69,111.82,1,month-to-month,dsl,1,escalated
C02314,48,38,77.75,2955.71,0,month-to-month,dsl,0,no_contact
C02315,36,29,65.17,1863.56,1,month-to-month,none,1,cancelled
C02316,57,32,115.05,3743.65,1,month-to-month,fiber,1,unresolved
C02317,48,10,82.34,796.75,0,two-year,fiber,1,cancelled
C02318,58,24,91.16,2217.18,0,two-year,fiber,0,no_contact
C02319,54,18,97.3,1740.23,0,one-year,dsl,0,no_contact
C02320,28,14,80.7,1087.7,3,month-to-month,fiber,0,no_contact
C02321,43,72,38.99,2882.9,0,two-year,fiber,0,resolved
C02322,26,38,76.77,2911.51,1,one-year,fiber,0,no_contact
C02323,88,8,,510.21,2,one-year,dsl,1,cancelled
C02324,57,17,90.19,1514.45,0,month-to-month,fiber,1,cancelled
C02325,28,10,100.97,1082.5,0,month-to-month,dsl,1,escalated
C02326,24,51,85.9,4437.48,1,one-year,satellite,1,cancelled
C02327,44,23,71.21,1658.58,0,month-to-month,fiber,0,resolved
C02328,65,4,18.0,83.66,3,one-year,fiber,0,resolved
C02329,43,24,83.14,1927.91,0,two-year,fiber,1,unresolved
C02330,58,33,42.7,1510.43,0,one-year,dsl,0,resolved
C02331,49,9,65.39,612.39,1,one-year,fiber,0,resolved
C02332,36,24,96.65,2389.14,2,one-year,dsl,1,unresolved
C02333,53,17,65.04,,0,two-year,fiber,1,cancelled
C02334,56,12,98.46,1199.63,0,month-to-month,fiber,1,cancelled
C02335,54,8,50.97,428.49,0,month-to-month,fiber,0,resolved
C02336,60,23,,1848.44,0,month-to-month,fiber,0,escalated
C02337,59,17,72.97,1261.6,3,one-year,fiber,1,cancelled
C02338,30,46,114.6,5253.38,0,month-to-month,dsl,1,cancelled
C02339,35,7,70.11,465.25,0,month-to-month,fiber,1,escalated
C02340,51,21,67.03,1466.53,1,,fiber,0,resolved
C02341,54,35,24.46,806.02,2,one-year,dsl,0,no_contact
C02342,57,37,63.6,2395.61,1,month-to-month,dsl,0,resolved
C02343,28,33,69.89,2320.06,0,month-to-month,fiber,0,escalated
C02344,49,32,70.61,2228.4,2,one-year,dsl,0,no_contact
C02345,24,8,74.59,560.38,1,month-to-month,fiber,1,unresolved
C02346,51,5,86.6,485.84,2,month-to-month,dsl,1,escalated
C02347,55,21,101.08,2177.17,1,,dsl,0,no_contact
C02348,57,21,66.51,1376.32,0,month-to-month,fiber,0,no_contact
C02349,42,12,108.37,1294.97,0,one-year,fiber,1,cancelled
C02350,68,24,21.35,593.51,2,one-year,fiber,0,resolved
C02351,35,13,82.98,1099.39,0,one-year,dsl,0,resolved
C02352,66,19,65.9,1288.41,0,month-to-month,fiber,1,cancelled
C02353,36,70,71.8,5044.67,0,one-year,fiber,0,resolved
C02354,76,15,26.45,333.34,2,month-to-month,fiber,1,cancelled
C02355,52,12,47.44,572.25,1,two-year,fiber,0,resolved
C02356,34,56,70.14,4008.76,1,one-year,fiber,0,resolved
C02357,39,33,42.48,1398.88,0,one-year,fiber,0,no_contact
C02358,33,29,58.95,1674.11,1,one-year,dsl,0,resolved
C02359,22,24,38.43,922.23,1,month-to-month,fiber,0,no_contact
C02360,46,68,34.22,2298.43,1,one-year,none,0,no_contact
C02361,56,12,53.23,,0,month-to-month,fiber,1,cancelled
C02362,36,14,46.32,672.59,1,month-to-month,fiber,1,cancelled
C02363,27,6,65.68,357.11,1,month-to-month,fiber,1,unresolved
C02364,54,29,49.38,1396.06,0,month-to-month,dsl,0,resolved
C02365,29,33,70.82,2342.49,2,one-year,none,0,no_contact
C02366,78,26,57.83,1551.34,0,month-to-month,fiber,0,no_contact
C02367,72,51,93.13,4713.99,1,one-year,none,0,resolved
C02368,31,12,47.68,632.2,1,one-year,fiber,1,cancelled
C02369,51,9,112.04,,0,month-to-month,dsl,0,no_contact
C02370,44,3,68.53,141.43,0,one-year,dsl,0,no_contact
