house_id,area_sqft,bedrooms,quality_score,age_years,neighbourhood,has_garage,price
H01113,2432,5,3.0,8.0,riverside,1,330700
H01114,1518,2,6.0,13.0,central,1,349600
H01115,1796,3,2.0,8.0,central,1,190200
H01116,1903,4,7.0,29.0,suburb,1,369800
H01117,1010,2,,9.0,central,1,394200
H01118,848,2,1.0,37.0,riverside,0,144100
H01119,1468,3,3.0,14.0,central,1,216300
H01120,3566,5,1.0,49.0,suburb,1,216200
H01121,1992,3,,15.0,central,0,223900
H01122,1258,3,10.0,31.0,suburb,1,277900
H01123,2105,4,10.0,8.0,central,1,969900
H01124,1706,2,5.0,48.0,riverside,0,252100
H01125,2455,3,,29.0,suburb,1,356000
H01126,1342,2,9.0,33.0,industrial,0,370100
H01127,1812,2,9.0,40.0,riverside,1,850500
H01128,2191,3,5.0,54.0,central,1,268400
H01129,721,2,8.0,42.0,suburb,0,165100
H01130,1349,2,1.0,11.0,suburb,1,108900
H01131,2509,5,3.0,73.0,central,1,321700
H01132,1454,2,10.0,11.0,suburb,0,381700
H01133,5035,8,9.0,28.0,suburb,1,1301100
H01134,625,2,2.0,17.0,central,0,118900
H01135,1805,3,5.0,13.0,suburb,1,288200
H01136,1356,2,4.0,35.0,riverside,1,325400
H01137,1882,4,10.0,35.0,central,1,617100
H01138,1864,2,10.0,13.0,suburb,1,573000
H01139,859,1,7.0,22.0,suburb,0,178300
H01140,2124,4,1.0,18.0,suburb,1,140700
H01141,1406,2,2.0,33.0,suburb,1,119200
H01142,1426,4,2.0,8.0,central,0,218100
H01143,2297,5,2.0,,central,0,273300
H01144,1338,2,1.0,26.0,industrial,1,88200
H01145,2203,4,1.0,12.0,industrial,1,165100
H01146,1405,2,3.0,6.0,central,0,209000
H01147,1447,2,1.0,24.0,suburb,1,137700
H01148,2410,4,8.0,10.0,suburb,0,556300
H01149,1692,3,1.0,45.0,suburb,1,90700
H01150,1140,3,9.0,22.0,suburb,0,376800
H01151,1088,2,6.0,,central,1,312200
H01152,1978,2,10.0,62.0,central,0,632000
H01153,1070,2,1.0,24.0,central,1,91900
H01154,1249,1,7.0,46.0,suburb,0,221500
H01155,1421,3,5.0,27.0,riverside,1,383500
H01156,1561,3,7.0,30.0,suburb,1,283200
H01157,1232,2,4.0,12.0,central,1,143700
H01158,846,1,10.0,12.0,central,1,390100
H01159,1639,4,4.0,6.0,suburb,1,255300
H01160,1664,3,,9.0,central,0,480900
H01161,1280,2,6.0,1.0,suburb,1,241700
H01162,2399,3,2.0,30.0,suburb,1,229900
H01163,1015,1,4.0,7.0,suburb,1,150300
H01164,2392,4,9.0,51.0,riverside,1,617700
H01165,2311,2,9.0,30.0,central,1,683100
H01166,1538,2,1.0,16.0,central,1,172400
H01167,2871,6,8.0,12.0,suburb,1,673900
H01168,1300,2,6.0,42.0,riverside,0,286500
H01169,1654,4,5.0,20.0,suburb,1,189400
H01170,1854,2,3.0,35.0,central,1,233200
H01171,1892,1,10.0,13.0,central,1,912300
H01172,2821,4,9.0,35.0,central,1,891800
H01173,1536,4,1.0,9.0,suburb,1,121800
H01174,1192,1,2.0,51.0,suburb,1,75500
H01175,952,3,3.0,,central,0,176400
H01176,2103,4,10.0,9.0,suburb,1,543600
H01177,1250,2,10.0,20.0,suburb,1,440700
H01178,1217,2,7.0,7.0,suburb,0,354400
H01179,1954,2,1.0,10.0,suburb,1,138900
H01180,1444,2,10.0,26.0,central,1,563900
H01181,1314,2,5.0,22.0,industrial,0,153300
H01182,1900,4,8.0,56.0,industrial,0,295400
H01183,2549,5,7.0,26.0,suburb,1,459900
H01184,1165,2,1.0,14.0,suburb,1,128200
H01185,2064,3,4.0,10.0,central,1,309900
H01186,1801,3,8.0,13.0,industrial,0,381300
H01187,936,1,3.0,22.0,central,1,203600
H01188,1127,2,8.0,30.0,suburb,1,341200
H01189,1594,2,4.0,18.0,suburb,0,172400
H01190,1662,2,,48.0,central,1,403000
H01191,1905,3,1.0,27.0,central,0,213100
H01192,1802,3,10.0,99.0,suburb,1,377600
H01193,1763,3,4.0,13.0,suburb,1,364300
H01194,921,1,10.0,38.0,suburb,0,320400
H01195,938,1,1.0,13.0,industrial,0,87300
H01196,4089,6,9.0,49.0,suburb,1,762100
H01197,2310,4,6.0,8.0,suburb,1,300900
H01198,1916,3,7.0,34.0,central,0,410700
H01199,1850,3,3.0,21.0,suburb,1,204700
H01200,1408,3,8.0,15.0,suburb,1,360600
H01201,2624,4,7.0,32.0,riverside,0,732200
H01202,1567,3,7.0,22.0,suburb,0,329600
H01203,1668,2,4.0,40.0,suburb,0,164200
H01204,2100,3,2.0,16.0,central,1,321900
H01205,2380,4,3.0,12.0,central,1,254600
H01206,1528,2,6.0,3.0,suburb,1,325800
H01207,3136,5,8.0,51.0,riverside,0,823900
H01208,762,1,8.0,16.0,suburb,1,303000
H01209,1088,1,1.0,36.0,suburb,0,99400
H01210,2592,5,8.0,3.0,central,1,1028300
H01211,1394,3,3.0,16.0,suburb,1,128900
H01212,1104,2,3.0,15.0,riverside,1,206400
H01213,1500,3,1.0,21.0,industrial,1,94000
H01214,1382,4,5.0,11.0,suburb,1,207100
H01215,655,1,2.0,18.0,suburb,0,116600
H01216,2090,4,8.0,16.0,industrial,0,461100
H01217,1019,1,7.0,20.0,suburb,1,292800
H01218,1344,2,7.0,9.0,riverside,0,340800
H01219,2539,5,1.0,30.0,riverside,1,297100
H01220,931,2,4.0,32.0,riverside,1,150800
H01221,2383,4,7.0,72.0,central,0,414600
H01222,2351,3,5.0,19.0,central,0,371400
H01223,1268,2,5.0,24.0,industrial,1,177700
H01224,1381,3,6.0,37.0,central,1,314900
H01225,1018,2,2.0,22.0,suburb,0,150100
H01226,1501,3,6.0,14.0,suburb,1,298700
H01227,1017,2,6.0,61.0,suburb,1,130300
H01228,1324,3,6.0,17.0,central,1,444800
H01229,1742,2,7.0,24.0,central,1,492800
H01230,1418,1,4.0,12.0,suburb,1,208600
H01231,1860,5,4.0,37.0,industrial,1,132100
H01232,3273,5,3.0,,suburb,1,340700
H01233,1538,3,2.0,1.0,suburb,1,156100
H01234,1877,3,3.0,51.0,suburb,1,136800
H01235,2769,4,6.0,15.0,suburb,1,359800
H01236,2495,4,7.0,17.0,suburb,1,440100
H01237,1042,2,5.0,8.0,central,1,231500
H01238,672,1,8.0,26.0,industrial,1,165800
H01239,1091,2,4.0,16.0,suburb,0,175100
H01240,3067,6,2.0,60.0,central,0,192200
H01241,1441,1,7.0,83.0,suburb,0,218300
H01242,2403,3,3.0,65.0,central,1,156500
H01243,1050,2,9.0,8.0,suburb,1,323500
H01244,777,1,2.0,37.0,central,0,114800
H01245,675,2,3.0,23.0,central,1,81400
H01246,1143,1,8.0,43.0,riverside,1,303400
H01247,1283,4,9.0,9.0,suburb,0,308200
H01248,1395,2,7.0,24.0,industrial,0,224900
H01249,2054,4,4.0,23.0,suburb,1,206400
H01250,1366,1,6.0,71.0,suburb,1,209900
H01251,1166,2,3.0,8.0,riverside,0,180800
H01252,1646,3,5.0,21.0,suburb,0,221200
H01253,1449,2,1.0,47.0,industrial,1,83200
H01254,1980,3,2.0,43.0,riverside,1,257000
H01255,762,1,3.0,32.0,central,1,159300
H01256,1014,1,5.0,,central,1,164100
H01257,1395,3,7.0,23.0,riverside,0,304600
H01258,623,1,2.0,18.0,central,1,111500
H01259,1577,3,3.0,43.0,suburb,1,171500
H01260,1530,2,8.0,24.0,suburb,1,416500
H01261,1315,3,4.0,12.0,suburb,1,194200
H01262,1320,3,1.0,2.0,industrial,1,128500
H01263,1632,3,10.0,4.0,industrial,1,486300
H01264,1732,3,5.0,5.0,central,1,340500
H01265,2049,3,9.0,12.0,suburb,1,471100
H01266,1059,1,4.0,11.0,suburb,1,167800
H01267,3649,5,3.0,16.0,central,0,573600
H01268,13912,2,1.0,3.0,central,1,492280
H01269,1426,1,5.0,11.0,suburb,1,175400
H01270,2051,3,3.0,35.0,suburb,1,153400
H01271,3259,4,4.0,27.0,central,1,484700
H01272,1251,1,3.0,24.0,riverside,0,178600
H01273,2228,3,4.0,11.0,riverside,0,405400
H01274,1185,2,1.0,40.0,central,1,135500
H01275,2711,4,5.0,7.0,industrial,1,411800
H01276,1013,2,7.0,1.0,suburb,1,244400
H01277,1190,1,5.0,9.0,suburb,0,179800
H01278,1417,2,9.0,15.0,suburb,1,308300
H01279,1070,2,7.0,13.0,suburb,1,256000
H01280,982,2,5.0,13.0,suburb,0,216000
H01281,1606,2,10.0,77.0,industrial,1,306000
H01282,1788,2,2.0,25.0,central,1,156900
H01283,1171,2,8.0,40.0,suburb,1,282100
H01284,1451,3,4.0,22.0,suburb,1,261400
H01285,1944,4,4.0,39.0,suburb,0,289000
H01286,1420,3,10.0,16.0,central,1,363100
H01287,1678,2,7.0,41.0,central,1,365900
H01288,802,2,9.0,18.0,suburb,0,253300
H01289,1768,3,1.0,14.0,central,1,195800
H01290,972,1,6.0,28.0,suburb,1,196700
H01291,1293,1,7.0,13.0,suburb,0,264500
H01292,1140,1,7.0,22.0,suburb,0,261500
H01293,1146,2,10.0,20.0,central,1,568400
H01294,1009,2,8.0,12.0,riverside,0,403200
H01295,2115,3,2.0,27.0,suburb,1,129200
H01296,798,2,7.0,26.0,central,1,279600
H01297,1160,2,2.0,26.0,riverside,1,150800
H01298,1384,2,10.0,24.0,suburb,1,268400
H01299,1628,1,7.0,23.0,riverside,1,465100
H01300,2178,4,7.0,14.0,industrial,1,304700
H01301,2144,3,3.0,26.0,suburb,1,226500
H01302,1020,1,2.0,10.0,suburb,1,139400
H01303,1586,2,1.0,29.0,suburb,1,105300
H01304,1238,1,5.0,24.0,suburb,1,158700
H01305,1476,2,8.0,20.0,central,1,284900
H01306,1789,4,1.0,10.0,central,0,189600
H01307,1289,2,9.0,19.0,suburb,0,409100
H01308,905,1,2.0,10.0,central,1,152100
H01309,1654,2,3.0,14.0,central,1,171600
H01310,564,1,6.0,35.0,suburb,1,176000
H01311,2327,4,1.0,12.0,industrial,1,161700
H01312,1877,3,1.0,20.0,central,1,171900
H01313,1522,2,7.0,30.0,industrial,0,278400
H01314,1210,2,10.0,27.0,central,1,519000
H01315,1397,3,4.0,53.0,central,1,187800
H01316,1840,3,2.0,17.0,industrial,0,137600
H01317,2316,4,5.0,22.0,riverside,0,373200
H01318,1791,2,1.0,17.0,suburb,1,153800
H01319,1002,3,1.0,33.0,suburb,1,99100
H01320,2898,5,2.0,39.0,industrial,1,266000
H01321,1385,2,,34.0,suburb,1,338700
H01322,2457,4,10.0,29.0,central,1,845400
H01323,1704,2,1.0,23.0,suburb,1,124500
H01324,2535,4,8.0,83.0,industrial,1,186800
H01325,2093,3,9.0,12.0,industrial,1,404000
H01326,2094,4,5.0,14.0,central,1,467500
H01327,2207,4,2.0,10.0,suburb,1,175500
H01328,1759,3,3.0,,suburb,1,149500
H01329,1885,3,8.0,22.0,central,0,432700
H01330,3522,5,4.0,,riverside,1,452000
H01331,833,1,10.0,25.0,central,1,399600
H01332,1533,1,,22.0,riverside,1,392100
H01333,1352,2,,49.0,central,1,383900
H01334,1743,4,8.0,18.0,suburb,1,489100
H01335,1437,2,1.0,9.0,suburb,0,118900
H01336,962,2,3.0,37.0,industrial,0,133900
H01337,1202,3,8.0,17.0,central,1,418500
H01338,2165,4,7.0,58.0,central,0,363800
H01339,1225,2,10.0,20.0,suburb,1,378900
H01340,1209,3,9.0,31.0,suburb,0,240200
H01341,2470,4,2.0,9.0,industrial,0,216200
H01342,1838,4,2.0,14.0,suburb,1,126300
H01343,727,1,3.0,23.0,central,1,120500
H01344,1239,1,5.0,23.0,riverside,1,309700
H01345,1494,2,8.0,11.0,riverside,1,636600
H01346,997,1,4.0,23.0,suburb,1,126500
H01347,960,2,7.0,17.0,suburb,1,179000
H01348,1519,3,5.0,25.0,suburb,0,214700
H01349,1815,3,,39.0,central,0,169700
H01350,856,1,3.0,64.0,central,0,134800
H01351,1384,2,1.0,24.0,suburb,0,113000
H01352,1934,3,5.0,53.0,industrial,1,186700
H01353,781,2,8.0,31.0,suburb,0,255300
H01354,644,1,8.0,20.0,central,0,300300
H01355,1460,2,4.0,32.0,riverside,0,223600
H01356,3127,5,3.0,18.0,suburb,0,239300
H01357,1539,2,4.0,6.0,suburb,0,248500
H01358,1448,2,3.0,14.0,central,1,212800
H01359,1462,2,5.0,40.0,central,1,296600
H01360,855,2,4.0,9.0,industrial,1,123200
H01361,1940,3,7.0,19.0,industrial,1,327100
H01362,1478,2,1.0,7.0,riverside,1,222600
H01363,1721,2,3.0,8.0,central,1,312000
H01364,1998,2,1.0,46.0,riverside,1,184400
H01365,1198,3,5.0,29.0,suburb,0,162000
H01366,1152,2,7.0,30.0,central,1,304900
H01367,1430,2,5.0,10.0,suburb,1,267000
H01368,1529,2,10.0,35.0,riverside,0,492000
H01369,1974,4,,12.0,suburb,0,554600
H01370,1174,2,8.0,20.0,suburb,1,297800
H01371,2097,4,9.0,9.0,suburb,1,414400
H01372,1531,1,2.0,13.0,industrial,1,118800
H01373,1491,3,1.0,5.0,riverside,0,248500
H01374,1636,2,10.0,19.0,suburb,1,648200
H01375,1393,3,6.0,8.0,industrial,0,192500
H01376,1423,2,1.0,23.0,suburb,1,93800
H01377,2259,4,6.0,7.0,riverside,1,475300
H01378,1334,3,7.0,11.0,central,1,362800
H01379,2429,5,,21.0,suburb,1,525100
H01380,1190,4,3.0,34.0,suburb,1,132300
H01381,1041,1,,67.0,suburb,0,227600
H01382,1205,1,2.0,16.0,riverside,0,226500
H01383,1208,2,5.0,29.0,central,0,186700
H01384,1606,4,1.0,53.0,central,1,137900
H01385,1600,3,1.0,28.0,industrial,0,74700
H01386,1039,1,6.0,66.0,industrial,1,132400
H01387,2236,4,5.0,,suburb,1,345000
H01388,1145,2,4.0,9.0,riverside,1,231200
H01389,2461,3,5.0,29.0,central,0,379000
H01390,2170,3,9.0,24.0,suburb,1,645400
H01391,651,1,8.0,9.0,suburb,1,346600
H01392,1196,3,10.0,33.0,suburb,1,392500
H01393,2155,4,1.0,30.0,central,0,239400
H01394,1226,3,,5.0,suburb,0,233400
H01395,1735,3,2.0,8.0,suburb,0,259700
H01396,1676,3,7.0,43.0,suburb,1,297500
H01397,2143,3,10.0,20.0,suburb,1,623600
H01398,2411,4,2.0,13.0,suburb,1,253600
H01399,928,2,7.0,15.0,central,1,297200
H01400,1408,4,,22.0,central,1,204600
H01401,1623,3,8.0,12.0,riverside,1,589700
H01402,1244,2,4.0,52.0,riverside,0,222100
H01403,685,1,6.0,8.0,suburb,0,154900
H01404,1067,2,4.0,12.0,central,0,223400
H01405,2348,3,5.0,83.0,central,0,335000
H01406,1407,2,1.0,41.0,industrial,1,90900
H01407,1091,2,3.0,,central,1,207900
H01408,2050,2,8.0,32.0,riverside,1,731400
H01409,2020,4,7.0,6.0,riverside,0,554500
H01410,1181,2,10.0,30.0,suburb,1,289100
H01411,2261,5,2.0,6.0,riverside,0,351700
H01412,1533,2,10.0,5.0,suburb,0,696000
H01413,1522,3,2.0,6.0,industrial,0,116000
H01414,1038,2,5.0,24.0,industrial,1,132900
H01415,951,1,8.0,23.0,suburb,0,301800
H01416,2209,2,10.0,35.0,suburb,0,567600
H01417,644,1,7.0,22.0,suburb,0,199600
H01418,1752,3,2.0,23.0,suburb,0,168100
H01419,2178,4,,33.0,central,1,203000
H01420,1381,2,10.0,30.0,suburb,0,528900
H01421,972,3,3.0,13.0,suburb,0,129400
H01422,1094,2,9.0,33.0,industrial,0,209500
H01423,885,1,7.0,5.0,riverside,0,290100
H01424,1121,1,4.0,37.0,suburb,1,123700
H01425,1587,3,6.0,60.0,central,0,270800
H01426,2582,5,10.0,17.0,central,1,952900
H01427,1307,2,,21.0,suburb,1,276900
H01428,1308,2,3.0,39.0,suburb,1,165200
H01429,788,2,5.0,35.0,suburb,1,200600
H01430,1653,4,1.0,42.0,suburb,1,92600
H01431,1936,2,,5.0,suburb,0,485700
H01432,860,1,2.0,53.0,suburb,0,94500
H01433,3256,5,9.0,48.0,suburb,1,915200
H01434,2047,3,2.0,15.0,riverside,1,236900
H01435,3814,6,3.0,19.0,suburb,1,546800
H01436,1349,2,10.0,21.0,suburb,1,390000
H01437,2770,5,,41.0,industrial,1,386500
H01438,2358,4,2.0,34.0,suburb,1,182200
H01439,1909,4,10.0,43.0,suburb,1,591000
H01440,1791,2,3.0,38.0,suburb,1,148700
H01441,964,1,2.0,7.0,industrial,1,121700
H01442,2457,2,5.0,11.0,riverside,1,655400
H01443,1208,2,7.0,16.0,central,0,428900
H01444,2677,5,5.0,33.0,riverside,1,481000
H01445,908,1,4.0,12.0,industrial,1,129300
H01446,1588,3,10.0,6.0,suburb,1,587100
H01447,1596,4,3.0,7.0,suburb,0,167000
H01448,897,1,8.0,34.0,industrial,1,271100
H01449,1888,4,9.0,35.0,suburb,0,454000
H01450,3063,6,9.0,13.0,suburb,1,600400
H01451,2306,4,6.0,8.0,central,1,573800
H01452,2219,4,5.0,12.0,riverside,0,475800
H01453,1384,2,1.0,25.0,industrial,1,82100
H01454,1175,2,3.0,6.0,suburb,1,120400
H01455,1243,1,2.0,22.0,suburb,1,132700
H01456,1332,3,1.0,6.0,central,1,133700
H01457,2051,4,5.0,17.0,central,1,333700
H01458,2545,4,3.0,16.0,suburb,1,289400
H01459,1167,2,10.0,16.0,central,1,754200
H01460,1108,3,9.0,14.0,central,1,501300
H01461,1564,1,1.0,21.0,suburb,1,126900
H01462,2159,3,8.0,38.0,suburb,0,342900
H01463,1180,2,2.0,21.0,central,0,133500
H01464,1565,3,10.0,4.0,central,0,553700
H01465,2502,3,4.0,33.0,riverside,1,384100
H01466,719,3,2.0,31.0,central,1,158800
H01467,1291,3,10.0,16.0,central,1,628800
H01468,906,1,10.0,23.0,industrial,0,352700
H01469,1128,2,10.0,2.0,central,1,598400
H01470,2961,4,1.0,15.0,central,1,299700
H01471,1298,1,7.0,24.0,central,1,366700
H01472,1389,2,9.0,10.0,suburb,1,354600
H01473,1835,2,9.0,21.0,riverside,1,507000
H01474,3723,5,7.0,21.0,suburb,1,792100
H01475,1445,3,5.0,28.0,suburb,0,147500
H01476,801,2,6.0,31.0,industrial,1,161200
H01477,1310,2,10.0,35.0,suburb,1,334900
H01478,1482,2,1.0,17.0,suburb,1,166800
H01479,2031,1,3.0,22.0,suburb,0,240500
H01480,1100,3,9.0,27.0,suburb,0,356000
H01481,1471,1,,14.0,riverside,1,560400
H01482,1680,3,6.0,14.0,central,0,321600
H01483,2226,3,2.0,49.0,riverside,1,185900
H01484,3474,6,1.0,39.0,suburb,1,294600
H01485,1094,2,3.0,11.0,central,1,183200
H01486,1729,3,10.0,19.0,suburb,0,591000
H01487,1259,3,3.0,13.0,riverside,0,261400
H01488,1096,1,10.0,18.0,suburb,1,449700
H01489,1960,2,7.0,14.0,suburb,1,385600
H01490,940,2,1.0,30.0,suburb,1,132400
H01491,1996,4,6.0,26.0,central,1,525700
H01492,1296,2,8.0,24.0,suburb,1,442800
H01493,1121,2,1.0,29.0,riverside,1,131800
H01494,1648,3,5.0,23.0,suburb,1,310300
H01495,1716,2,7.0,20.0,suburb,1,437700
H01496,1633,3,10.0,45.0,suburb,0,435500
H01497,1400,3,6.0,27.0,suburb,1,245600
H01498,1518,2,3.0,34.0,suburb,0,166200
H01499,567,1,5.0,11.0,riverside,0,176200
H01500,1140,3,8.0,8.0,central,1,340400
H01501,1081,1,1.0,15.0,central,1,162100
H01502,658,1,3.0,,riverside,0,166900
H01503,781,2,4.0,18.0,suburb,1,155300
H01504,2413,4,4.0,14.0,suburb,1,289900
H01505,1041,1,3.0,18.0,industrial,0,141300
H01506,1478,3,3.0,35.0,suburb,1,194300
H01507,2157,5,9.0,17.0,riverside,1,930500
H01508,926,1,6.0,11.0,suburb,1,209500
H01509,1433,2,,38.0,central,1,171500
H01510,2092,4,8.0,12.0,suburb,1,346700
H01511,1208,1,5.0,8.0,suburb,0,169700
H01512,1893,3,3.0,8.0,central,0,201300
H01513,1518,1,6.0,,central,1,304000
H01514,1902,4,7.0,49.0,central,1,289500
H01515,1996,3,8.0,24.0,central,1,412200
H01516,1048,1,3.0,41.0,suburb,0,146000
H01517,1540,3,9.0,9.0,suburb,1,419300
H01518,1946,2,5.0,14.0,riverside,1,486100
H01519,1935,3,8.0,50.0,suburb,0,361100
H01520,1230,1,5.0,11.0,suburb,1,141100
H01521,1565,2,4.0,9.0,suburb,1,236800
H01522,1412,2,6.0,19.0,central,1,380400
H01523,1248,2,6.0,11.0,riverside,1,354600
H01524,1332,3,3.0,28.0,industrial,1,172600
H01525,3187,5,,30.0,suburb,0,590600
H01526,975,3,2.0,21.0,suburb,1,129700
H01527,658,2,1.0,23.0,riverside,1,131900
H01528,2417,2,7.0,36.0,central,0,454500
H01529,1100,1,9.0,27.0,suburb,1,238800
H01530,1961,3,10.0,10.0,central,0,538300
H01531,2229,4,3.0,22.0,central,0,296900
H01532,1530,2,2.0,13.0,industrial,1,193800
H01533,3131,5,10.0,27.0,suburb,1,936300
H01534,941,1,3.0,40.0,industrial,0,74600
H01535,1877,2,3.0,16.0,central,1,339400
H01536,1572,4,4.0,15.0,suburb,0,194700
H01537,2164,4,3.0,27.0,industrial,0,207600
H01538,1366,2,1.0,99.0,central,1,81900
H01539,1863,3,7.0,52.0,suburb,1,349400
H01540,1915,3,1.0,29.0,central,1,158300
H01541,1000,1,8.0,7.0,suburb,0,366700
H01542,1055,2,4.0,46.0,suburb,1,129200
H01543,1722,2,5.0,16.0,suburb,1,361700
H01544,2102,3,8.0,28.0,suburb,0,377200
H01545,2458,3,3.0,26.0,suburb,1,226400
H01546,2366,4,3.0,28.0,riverside,0,238500
H01547,1714,3,8.0,24.0,suburb,1,514900
H01548,985,2,3.0,36.0,suburb,0,151000
H01549,2886,5,1.0,17.0,industrial,1,213100
H01550,1173,1,3.0,50.0,riverside,1,138400
H01551,1873,3,2.0,10.0,industrial,1,142000
H01552,1158,1,7.0,29.0,suburb,0,255700
H01553,1073,2,2.0,16.0,suburb,1,120900
H01554,1813,2,5.0,10.0,central,1,445100
H01555,871,2,8.0,15.0,central,0,312900
H01556,1779,4,2.0,13.0,central,1,184700
H01557,879,1,6.0,8.0,riverside,0,265100
H01558,1609,2,3.0,30.0,riverside,0,227900
H01559,711,1,1.0,18.0,central,0,134900
H01560,801,2,10.0,11.0,suburb,1,287100
H01561,1876,3,9.0,61.0,suburb,1,358600
H01562,761,2,3.0,45.0,central,0,109400
H01563,1247,2,,6.0,industrial,0,251700
H01564,1584,2,1.0,18.0,riverside,0,232000
H01565,2696,4,4.0,7.0,suburb,0,245700
H01566,1755,3,8.0,6.0,suburb,1,410200
H01567,1753,3,,20.0,central,0,184300
H01568,1558,2,4.0,25.0,central,1,316800
H01569,1376,3,4.0,13.0,suburb,0,232900
H01570,1732,2,4.0,22.0,suburb,1,296400
H01571,1058,1,10.0,12.0,central,1,684900
H01572,2975,5,3.0,45.0,central,1,315400
H01573,975,1,8.0,,industrial,0,161600
H01574,1046,1,10.0,9.0,suburb,1,516300
H01575,944,1,3.0,19.0,central,1,153100
H01576,1169,2,1.0,23.0,suburb,1,118600
H01577,1508,3,2.0,12.0,suburb,1,200700
H01578,1910,3,4.0,12.0,suburb,0,219200
H01579,906,1,10.0,67.0,central,1,298000
H01580,1231,2,6.0,43.0,central,0,239900
H01581,898,2,8.0,30.0,central,0,276900
H01582,1236,2,9.0,31.0,industrial,1,245700
H01583,1147,2,7.0,23.0,riverside,1,239200
H01584,1179,2,5.0,3.0,suburb,1,284300
H01585,1248,3,1.0,11.0,suburb,1,150800
H01586,1002,1,5.0,,suburb,1,144700
H01587,1025,2,1.0,40.0,riverside,0,123200
H01588,1368,2,7.0,33.0,suburb,0,150800
H01589,2619,4,7.0,44.0,central,1,553800
H01590,1078,1,1.0,13.0,suburb,0,126200
H01591,3252,5,,13.0,suburb,1,478900
H01592,3645,5,3.0,3.0,industrial,1,321200
H01593,1385,4,9.0,5.0,suburb,1,387600
H01594,1949,2,5.0,18.0,suburb,1,268600
H01595,1349,1,4.0,62.0,central,1,263100
H01596,1511,4,8.0,23.0,riverside,1,575700
H01597,1766,3,8.0,75.0,suburb,1,271900
H01598,3686,5,7.0,32.0,central,0,891700
H01599,2184,2,5.0,24.0,suburb,0,333800
H01600,2678,4,9.0,14.0,central,0,688600
H01601,1636,1,6.0,16.0,suburb,1,219800
H01602,2216,4,,,central,1,867600
H01603,719,1,5.0,43.0,suburb,1,117300
H01604,1533,3,4.0,14.0,riverside,1,215000
H01605,1481,3,4.0,44.0,suburb,1,145700
H01606,1238,1,3.0,,central,0,149000
H01607,1444,3,8.0,32.0,suburb,1,218300
H01608,1338,2,2.0,12.0,suburb,1,158400
H01609,1903,3,5.0,29.0,suburb,0,350100
H01610,1829,2,,44.0,suburb,1,155700
H01611,1857,3,1.0,62.0,riverside,0,234600
H01612,1476,3,4.0,38.0,central,1,203100
H01613,1518,2,3.0,,suburb,1,178700
H01614,2274,4,9.0,13.0,suburb,1,625500
H01615,1626,2,9.0,27.0,central,1,491000
H01616,1646,3,2.0,8.0,suburb,0,129800
H01617,1553,1,4.0,33.0,central,1,254700
H01618,928,2,2.0,23.0,riverside,0,229000
H01619,1305,1,7.0,28.0,central,1,350400
H01620,1042,2,5.0,22.0,central,1,172400
H01621,2160,3,6.0,30.0,central,1,312800
H01622,1673,3,4.0,33.0,suburb,0,196500
H01623,1886,3,3.0,19.0,suburb,0,204800
H01624,1249,2,,15.0,central,1,317100
H01625,1562,3,6.0,5.0,riverside,0,371100
H01626,2390,4,4.0,69.0,central,0,224800
H01627,1434,3,1.0,9.0,central,1,158800
H01628,1296,1,10.0,20.0,riverside,1,628800
H01629,1249,1,6.0,12.0,suburb,1,286300
H01630,1685,3,8.0,28.0,suburb,1,303700
H01631,1933,4,,22.0,suburb,1,207300
H01632,1289,2,,11.0,suburb,0,414700
H01633,1152,1,,,central,0,188200
H01634,3243,6,6.0,21.0,suburb,0,434800
H01635,2183,3,2.0,21.0,central,0,222200
H01636,1326,2,7.0,4.0,suburb,1,359800
H01637,1998,2,6.0,15.0,suburb,0,331200
H01638,2784,5,6.0,,suburb,1,456300
H01639,1476,1,6.0,43.0,suburb,1,193700
H01640,1361,3,10.0,85.0,suburb,1,220600
H01641,1988,3,1.0,27.0,suburb,0,203300
H01642,1027,2,4.0,44.0,suburb,1,112100
H01643,1194,2,5.0,9.0,suburb,1,162300
H01644,1232,2,9.0,26.0,suburb,0,353600
H01645,1979,3,3.0,8.0,suburb,1,231200
H01646,3105,6,1.0,48.0,riverside,0,299800
H01647,2587,4,7.0,26.0,riverside,0,483600
H01648,1795,3,6.0,22.0,central,1,294000
H01649,1207,1,6.0,14.0,industrial,0,153000
H01650,1641,2,4.0,58.0,suburb,0,183700
H01651,1090,1,1.0,46.0,industrial,1,84200
H01652,1251,1,8.0,26.0,suburb,0,320900
H01653,1232,2,4.0,28.0,central,0,177700
H01654,1189,3,7.0,15.0,industrial,1,175500
H01655,1114,1,8.0,7.0,suburb,1,266600
H01656,1571,3,1.0,14.0,central,0,189300
H01657,1484,1,4.0,19.0,suburb,1,173400
H01658,1339,2,8.0,28.0,central,0,359100
H01659,1628,2,7.0,15.0,riverside,1,391200
H01660,1977,4,6.0,52.0,suburb,1,271400
H01661,912,2,1.0,31.0,industrial,0,96300
H01662,2070,3,8.0,39.0,central,1,639300
H01663,2024,3,7.0,11.0,riverside,1,577800
H01664,1550,3,10.0,44.0,industrial,0,281600
H01665,2132,1,10.0,21.0,suburb,0,580000
H01666,2862,5,5.0,11.0,central,0,571200
H01667,794,1,9.0,7.0,suburb,1,333400
H01668,1336,2,1.0,9.0,riverside,1,183200
H01669,2324,3,4.0,16.0,suburb,1,342000
